id,query,intent,slots,domain,action
7263,i finished it once,general_quirky,['content:i finished it once'],qa,quirky
16017,what's june's address nowadays,email_querycontact,"['person : june', 'personal_info : address']",email,querycontact
2587,add this channel to pandora,music_likeness,['app_name : pandora'],music,likeness
11866,are there concerts this weekend in chicago,recommendation_events,"['event_name : concerts', 'date : this weekend', 'place_name : chicago']",recommendation,events
8750,meeting tuesday noon,calendar_set,"['event_name : meeting', 'date : tuesday', 'timeofday : noon']",calendar,set
1409,play sholay,play_podcasts,['podcast_name : sholay'],podcasts,podcasts
9837,music three,play_music,['index:3'],music,music
12861,when is the next train to rome coming,transport_query,"['transport_type : train', 'to_place_name : rome']",transport,query
5350,can you tell me the time at san francisco,datetime_query,['place_name : san francisco'],datetime,query
5415,order a large plain pizza from mimo's for me,takeaway_order,"['food_type : plain pizza', ""business_name : mimo's""]",takeaway,order
9914,how to make cheesecake,cooking_recipe,['food_type : cheesecake'],cooking,recipe
2998,weather san antonio texas,weather_query,['place_name : san antonio texas'],weather,query
7106,create a meeting thursday afternoon for budget review,calendar_set,"['event_name : meeting for budget review', 'date : thursday', 'timeofday : afternoon']",calendar,set
10884,how can i delete an item,lists_remove,[],lists,remove
12917,tell taxi to pick me up at four pm,transport_taxi,"['transport_type : taxi', 'time : four pm']",transport,taxi
3457,does brick grill deliver,takeaway_query,"['business_name : brick grill', 'order_type : deliver']",takeaway,query
919,olly please delete my morning alarm,alarm_remove,['timeofday : morning'],alarm,remove
6577,my day went pretty well today,general_quirky,['content:my day went pretty well today'],qa,quirky
12062,show upcoming local events,recommendation_events,[],recommendation,events
15807,olly do i have any emails from robert,email_query,['from_person : robert'],email,query
9141,what meetings do i have next thursday,calendar_query,"['event_name : meetings', 'date : thursday']",calendar,query
16079,find unread emails received from peter today olly,email_query,"['from_person : peter', 'date : today','descriptor:unread']",email,query
12725,find me a cheap train ticket for miamy,transport_ticket,"['descriptor:cheap', 'transport_type : train', 'place_name : miamy']",transport,ticket
9735,resume recent audiobook,play_audiobook,['player_setting : resume'],audiobook,audiobook
2048,off the speakers,audio_volume_mute,[],iot,volume_mute
11603,where can i find a good taco truck in l.a.,recommendation_locations,"['business_type : taco truck', 'place_name : l.a.']",recommendation,locations
2728,power off wemo plug socket,iot_wemo_off,['device_type : wemo plug socket'],iot,wemo_off
8445,remind me i need to be at the library a week from today at five,calendar_set,"['event_name : at the library', 'date : a week from today', 'time : five']",calendar,set
15434,i want to tweet a complaint to target,social_post,"['media_type : tweet', 'content:complaint', 'business_name:target']",social,post
12655,please call a taxi to arrive at four hundred and take me to the manor theater,transport_taxi,"['transport_type : taxi', 'time : four hundred', 'to_place_name : manor theater']",transport,taxi
5764,play from favorites song,play_music,['player_setting:favorite'],music,music
5124,is it hot or cold outside,weather_query,['weather_descriptor : hot or cold'],weather,query
2000,please activate my vacuum cleaner,iot_cleaning,['device_type : vacuum cleaner'],iot,cleaning
6899,remove all events from my calendar,calendar_remove,['descriptor:all'],calendar,remove
17122,please start an email for my sister,email_sendemail,['to_relation : sister'],email,sendemail
16739,open a new email to contact,email_sendemail,[],email,sendemail
2284,olly make me coffee at eight am,iot_coffee,['time : eight am'],iot,coffee
8191,make sure i have nothing to do on friday,calendar_query,['date : friday'],calendar,query
14748,what would be the easiest way to become a millionaire in less than five years,general_quirky,['content:what would be the easiest way to become a millionaire in less than five years'],qa,quirky
583,will there be sunset at five thirty pm tomorrow,weather_query,"['weather_descriptor:sunset','time : five thirty pm', 'date : tomorrow']",weather,query
13644,can you watch a movie on netflix with me,general_quirky,['content:can you watch a movie on netflix with me'],qa,quirky
2453,what are today's headlines,news_query,['date : today'],news,query
2136,remove my four am alarm,alarm_remove,['time : four am'],alarm,remove
9255,put on the radio,play_radio,[],radio,radio
9390,put the radio on and play radio two,play_radio,['radio_name : radio two'],radio,radio
11445,can you find the dave ramsey podcast that aired earlier today,play_podcasts,"['podcast_name : dave ramsey', 'date : today']",podcasts,podcasts
14084,what is twelve times eight,qa_maths,['content:twelve times eight'],qa,maths
12036,please tell me a shop where i can find books to buy,recommendation_locations,"['business_type : shop','descriptor:books']",recommendation,locations
3735,olly switch to red colored lights,iot_hue_lightcolor,['color_type : red'],iot,hue_lightcolor
3541,i would like to hear heathens by twenty one pilots,play_music,"['song_name : heathens', 'artist_name : twenty one pilots']",music,music
9671,start playing american gods where i last stopped,play_audiobook,"['player_setting : resume', 'audiobook_name : american gods']",audiobook,audiobook
3797,change lights,iot_hue_lightchange,[],iot,hue_lightchange
11739,tickets,transport_ticket,[],transport,ticket
9154,i need to add baseball practice on saturday at two pm,calendar_set,"['event_name : baseball practice', 'date : saturday', 'time : two pm']",calendar,set
8026,please set a meeting for tomorrow on my calendar,calendar_set,"['event_name : meeting', 'date : tomorrow']",calendar,set
10537,create vacation list,lists_createoradd,['list_name : vacation'],lists,createoradd
7211,don't let me forget tomorrow's meeting with sheila,calendar_set,"['date : tomorrow', 'event_name : meeting','person: sheila']",calendar,set
10476,it's make me good lucking guy inside very very horkersd wo,general_quirky,['content:it's make me good lucking guy inside very very horkersd wo'],qa,quirky
2633,current date please,datetime_query,[],datetime,query
16480,prepare a reply email to mark,email_sendemail,"['to_person : mark','setting:reply']",email,sendemail
4363,the time in cairo please,datetime_query,['place_name : cairo'],datetime,query
734,play music i have liked,play_music,['player_setting:favorite'],music,music
14651,how is the current stock price looking for charmin,qa_stock,['business_name : charmin'],qa,stock
4906,today's jokes,general_joke,['date : today'],qa,joke
9083,delete all details in event,calendar_remove,[],calendar,remove
16016,what's jesse's number,email_querycontact,"['person : jesse', 'personal_info : number']",email,querycontact
10715,read out my list,lists_query,[],lists,query
8328,remind me about the meeting tomorrow at two pm,calendar_set,"['event_name : meeting', 'date : tomorrow', 'time : two pm']",calendar,set
15691,show me the customer service number for mcdonalds,social_query,"['descriptor : customer service number', 'business_name : mcdonalds']",social,query
11997,what events are near me,recommendation_events,[],recommendation,events
16932,show last mail from john,email_query,"['descriptor:last', 'from_person : john']",email,query
4167,lower volume to half,audio_volume_other,['change_to : half'],iot,volume_other
16594,read email,email_query,[],email,query
11002,check out my to do list,lists_query,['list_name : to do'],lists,query
1711,save chhana mereya song in my playlist,playlists_createoradd,['artist_name : chhana mereya'],music,createoradd
117,what music is this,music_query,[],music,query
14511,where is steven spielberg living,qa_factoid,['content : where is steven spielberg living'],qa,factoid
4648,change the lights to my favorite color,iot_hue_lightcolor,['color_type:favorite'],iot,hue_lightcolor
10380,please choose a game that you can play with me,play_game,[],game,game
1060,does the robot vacuum cleaner have to be plugged in,iot_cleaning,['device_type : robot vacuum cleaner'],iot,cleaning
1045,can you play the instrumentals of,play_music,['player_setting:instrumental'],music,music
7480,is there any reminder which is most urgent,calendar_query,['descriptor:urgent'],calendar,query
3518,i can't see let's make it brighter,iot_hue_lightup,[],iot,hue_lightup
9544,put this american life on the car radio,play_radio,"['radio_name:american life', 'device_type : car radio']",radio,radio
8797,please tell me when is the marriage of mr. jim,calendar_query,"['event_name : marriage', 'person : mr. jim']",calendar,query
10749,buying clothes,general_quirky,['content:buying clothes'],qa,quirky
14962,open stocks,qa_stock,[],qa,stock
5351,how is the day outwards,weather_query,[],weather,query
16700,go to my gmail and click on compose when finished i will tell you what i want to write in the email,email_sendemail,['app_name:gmail'],email,sendemail
875,play crystal lewis's beauty of the cross for me,play_music,"['artist_name : crystal lewis', 'song_name : beauty of the cross']",music,music
1381,turn up volume of music,audio_volume_up,[],iot,volume_up
1153,remove dust with vacuum cleaner,iot_cleaning,['device_type : vacuum cleaner'],iot,cleaning
9209,play music radio for me,play_radio,['radio_name:music'],radio,radio
8684,what day is payday,calendar_query,['event_name : payday'],calendar,query
11479,play the next episode of radiolab,play_podcasts,"['podcast_descriptor : next episode', 'podcast_name : radiolab']",podcasts,podcasts
9510,set frequency of the radio,play_radio,[],radio,radio
3079,can you pull up information on the singer of this song,music_query,[],music,query
13514,can cats eat fish,qa_factoid,['content:can cats eat fish'],qa,factoid
9957,how long should you cook a whole chicken in a three hundred and seventy five degree oven,cooking_recipe,"['food_type : whole chicken', 'descriptor:a three hundred and seventy five degree oven']",cooking,recipe
2224,weather in atlanta,weather_query,['place_name : atlanta'],weather,query
14807,convert one us dollar to euro,qa_currency,"['currency_name : us dollar', 'currency_name2 : euro']",qa,currency
8421,i need to set a reminder to go to a work meeting on friday at two hundred pm,calendar_set,"['event_name : work meeting', 'date : friday', 'time : two hundred pm']",calendar,set
1287,what is current time,datetime_query,[],datetime,query
10102,show me how to cook lasagna,cooking_recipe,['food_type : lasagna'],cooking,recipe
2481,open the playlist,play_music,['player_setting:playlist'],music,music
6651,new music tracks,play_music,['descriptor:new'],music,music
7372,what appointments or meetings do i have coming up for this week,calendar_query,"['event_name : appointments or meetings', 'date : this week']",calendar,query
8827,next thursday i need to be reminded to call the bank,calendar_set,"['date : next thursday', 'event_name : call the bank']",calendar,set
9174,do i have any plans for today,calendar_query,['date : today'],calendar,query
5532,the song makes me remember certain memories,music_likeness,[],music,likeness
16097,olly has amy sent me any new emails,email_query,"['from_person : amy', 'descriptor:new']",email,query
11588,mobile shop,recommendation_locations,['business_type : mobile shop'],recommendation,locations
12998,can you tell me what solution can we do to solve the climate change,general_quirky,['content:can you tell me what solution can we do to solve the climate change'],qa,quirky
1342,that song is my favorite,music_likeness,[],music,likeness
7744,am i available at five pm on sunday,calendar_query,"['time : five pm', 'date : sunday']",calendar,query
11850,what are the show times for logan at the nearby theatre,recommendation_movies,"['movie_name : logan', 'place_name : nearby theatre']",recommendation,movies
11586,what are the events conducted in new york,recommendation_events,['place_name : new york'],recommendation,events
12720,what is my eta to the office if i leave in thirty minutes,transport_traffic,"['to_place_name:office', 'time : thirty minutes']",transport,traffic
9744,resume audio,play_audiobook,['player_setting : resume'],audiobook,audiobook
7713,delete all my events for tomorrow,calendar_remove,['date : tomorrow'],calendar,remove
10223,it would be tasty,general_quirky,['content:it would be tasty'],qa,quirky
13059,tell what is the value of sin thirty,qa_maths,['content:sin thirty'],qa,maths
3376,lights to fifty percent,iot_hue_lightchange,['change_to : fifty percent'],iot,hue_lightchange
1643,make all the lights in the house orange,iot_hue_lightcolor,"['house_place : house', 'color_type : orange']",iot,hue_lightcolor
2990,new news tech,news_query,['news_topic : tech'],news,query
553,turn the lights off in the living room,iot_hue_lightoff,['house_place : living room'],iot,hue_lightoff
2145,was christmas one thousand nine hundred and seventy two on a weekend,datetime_query,['date : christmas one thousand nine hundred and seventy two'],datetime,query
9556,load up dr demento and play it by my bed,play_radio,"['radio_name : dr demento', 'place_name:by my bed']",radio,radio
8894,add event with these people,calendar_set,['person: these people'],calendar,set
1970,repeat this song three times,music_settings,['player_setting : repeat three times'],music,settings
5455,get me the news from uc web,news_query,['media_type : uc web'],news,query
2238,what are the top world news stories,news_query,['place_name : world'],news,query
3844,order a pizza for me,takeaway_order,['food_type : pizza'],takeaway,order
12221,give me directions to get from here to crescent city brewhouse in new orleans,transport_query,['to_place_name : crescent city brewhouse in new orleans'],transport,query
14121,please tell me what the word home means,qa_definition,['definition_word : home'],qa,definition
5252,can i go outing without any umbrella,weather_query,['weather_descriptor : umbrella'],weather,query
12126,hey i want to get trains to manchester on wednesday,transport_ticket,"['to_place_name : manchester', 'date : wednesday']",transport,ticket
11647,what are the events taking place in new york today,recommendation_events,"['place_name : new york', 'date : today']",recommendation,events
5768,too loud,audio_volume_down,[],iot,volume_down
3450,please advise what the current news is on fox news,news_query,['media_type : fox news'],news,query
12878,display trains going to antwerp after two pm saturday,transport_query,"['transport_type:train', 'place_name : antwerp', 'time : after two pm', 'date : saturday']",transport,query
4082,please shut off the kitchen lights,iot_hue_lightoff,['house_place : kitchen'],iot,hue_lightoff
643,i need you to turn on the vacuum cleaner,iot_cleaning,['device_type : vacuum cleaner'],iot,cleaning
13429,access my fitbit app and record this activity yoga fifty minutes high intensity,general_quirky,['content:access my fitbit app and record this activity yoga fifty minutes high intensity'],qa,quirky
3512,nightime,general_quirky,['content:nightime'],qa,quirky
7029,reminders for card payments,calendar_set,['event_name : card payments'],calendar,set
2260,please play ar rahman music,play_music,['artist_name : ar rahman'],music,music
11508,go to the last episode,play_podcasts,['player_setting:last episode'],podcasts,podcasts
11703,show me best in class theatre,recommendation_movies,"['descriptor:best', 'business_type : theatre']",recommendation,movies
14588,who was john dillinger,qa_factoid,['content : john dillinger'],qa,factoid
7286,remind me about next meeting in advance,calendar_set,['event_name : meeting'],calendar,set
9033,july three calendar,calendar_query,['date : july three'],calendar,query
11035,kill item,lists_remove,[],lists,remove
5734,please play me the michael jackson song again,play_music,['artist_name : michael jackson'],music,music
5682,off lights,iot_hue_lightoff,[],iot,hue_lightoff
10631,i want you to remove the item from the list,lists_remove,[],lists,remove
6122,that background song is terrible,music_dislikeness,[],music,dislikeness
727,i want to hear the songs of adele,play_music,['artist_name : adele'],music,music
5890,list all set alarms,alarm_query,['descriptor:all'],alarm,query
15007,is equal to,qa_maths,[],qa,maths
3996,what is the news in my area,news_query,['place_name:my area'],news,query
9703,can you play my latest audio book,play_audiobook,['descriptor:latest'],audiobook,audiobook
6781,what time is my doctor appointment this week,calendar_query,"['event_name : doctor appointment', 'date : this week']",calendar,query
7545,clear the entire month of may,calendar_remove,['date : may'],calendar,remove
15579,hi what kind of pictures you uploaded in pinterest,social_query,"['content:picture', 'media_type : pinterest']",social,query
5748,on fifth april which day of the week,datetime_query,['date : fifth april'],datetime,query
200,can i order takeaway from spanish place,takeaway_order,"['order_type : takeaway', 'food_type : spanish']",takeaway,order
10852,what are the names of the lists that i have created,lists_query,[],lists,query
14292,what is the exchange rate of rupee for dollar,qa_currency,"['currency_name : rupee', 'currency_name2 : dollar']",qa,currency
6690,did you get all that you needed today,general_quirky,['content:did you get all that you needed today'],qa,quirky
469,turn off light,iot_hue_lightoff,[],iot,hue_lightoff
13146,show me a funny video on youtube,general_quirky,['content:funny video on youtube'],qa,quirky
4685,i want to hear song,play_music,[],music,music
10225,it should spices,cooking_recipe,[],cooking,recipe
8291,open a reminder about next week's managers meeting on tuesday,calendar_set,"['date : next week tuesday', 'event_name : managers meeting']",calendar,set
16577,did i get an email from jen last night,email_query,"['from_person : jen', 'date : last night']",email,query
13752,current price of coca cola stock,qa_stock,['business_name : coca cola'],qa,stock
12887,what is the amount for train ticket booking,transport_query,['transport_type : train'],transport,query
13776,convert currency calculator,qa_currency,[],qa,currency
13952,convert czk to euro,qa_currency,"['currency_name : czk', 'currency_name2 : euro']",qa,currency
13365,define the word absolute,qa_definition,['definition_word : absolute'],qa,definition
15211,send a post in instagram,social_post,['media_type : instagram'],social,post
15888,could you please gather a list of local restaurants and email them to my husband,email_sendemail,"['content:local restaurants', 'relation : husband']",email,sendemail
10240,what is the best tasting cut of beef,cooking_recipe,"['descriptor:best tasting cut', 'food_type : beef']",cooking,recipe
4919,play latest songs for me from the net,play_music,['descriptor:latest songs from the net'],music,music
10779,please delete this list for me,lists_remove,[],lists,remove
4403,will i need to carry an umbrella with me today,weather_query,"['weather_descriptor : umbrella', 'date : today']",weather,query
15191,check my last post on facebook,social_query,"['descriptor:last post', 'media_type : facebook']",social,query
3888,please call china wok and order number seven,takeaway_order,"['business_name : china wok', 'food_type : number seven']",takeaway,order
15644,facebook info,social_query,['media_type : facebook'],social,query
10033,explain in brief about fish fry,cooking_recipe,['food_type : fish fry'],cooking,recipe
12063,list events in ny,recommendation_events,['place_name : ny'],recommendation,events
9644,start radio bbc one,play_radio,['radio_name : radio bbc one'],radio,radio
9713,play sam harris audiobook,play_audiobook,['audiobook_name : sam harris'],audiobook,audiobook
16990,do i have any emails from jane doe,email_query,['from_person : jane doe'],email,query
844,turn the robot vacuum cleaner on,iot_cleaning,['device_type : robot vacuum cleaner'],iot,cleaning
4434,what's the forecast for this week,weather_query,['date : this week'],weather,query
16023,alexa add jpearsonjessica@gmail dot com to email contacts,email_addcontact,['email_address : jpearsonjessica@gmail dot com'],email,addcontact
973,what is the latest news,news_query,[],news,query
4927,this week's weather forecast,weather_query,['date : this week'],weather,query
4009,make the lights less bright,iot_hue_lightdim,[],iot,hue_lightdim
16349,who is the most frequently called person in my phone book,email_querycontact,"['descriptor:most frequently called', 'app_name : phone book']",email,querycontact
15430,send a poor review to this pf chang's yelp page,social_post,"['content:poor review', ""business_name : pf chang's"", 'media_type:yelp']",social,post
15218,can you update my facebook profile picture to the image i took from google office yesterday,social_post,"['media_type : facebook', 'content : profile picture to the image i took from google office yesterday']",social,post
16629,what is the home phone number for sarah,email_querycontact,"['personal_info : home phone number', 'person : sarah']",email,querycontact
12738,fast road to get home,transport_traffic,"['descriptor:fast', 'to_place_name:home']",transport,traffic
7396,are there any events schedule for this week,calendar_query,['date : this week'],calendar,query
13865,look up the meaning of logic,qa_definition,['definition_word : logic'],qa,definition
10021,show me what the ingredients are,cooking_recipe,[],cooking,recipe
12342,check time of ten thousand eight hundred and eighty seven train from jodhpur station on monday,transport_query,"['transport_name : ten thousand eight hundred and eighty seven', 'transport_type : train', 'from_place_name : jodhpur station', 'date : monday']",transport,query
3715,please save the remarks i have on this current song,music_likeness,[],music,likeness
8342,find my next event and delete it please,calendar_remove,['descriptor:next'],calendar,remove
5392,turn my audio higher,audio_volume_up,[],iot,volume_up
10710,put this on my list,lists_createoradd,[],lists,createoradd
6697,hey today i was fired from my job,general_quirky,['content:today i was fired from my job'],qa,quirky
8464,remind me of my meeting on wednesday at nine am,calendar_set,"['event_name : meeting', 'date : wednesday', 'time : nine am']",calendar,set
4974,play you are my sunshine,play_music,['song_name : you are my sunshine'],music,music
3003,play all by the beatles,play_music,['artist_name : beatles'],music,music
14496,give me the exchange rate between united states dollar and canadian dollar,qa_currency,"['currency_name : united states dollar', 'currency_name2 : canadian dollar']",qa,currency
2572,change the lights to green,iot_hue_lightcolor,['color_type : green'],iot,hue_lightcolor
13598,what's the stock price of this item,qa_stock,[],qa,stock
642,play me a song of adele,play_music,['artist_name : adele'],music,music
7607,meeting with joanne in ten minutes in the conference room,calendar_set,"['event_name : meeting in conference room', 'person : joanne', 'time : ten minutes']",calendar,set
16491,new email from mom,email_query,"['descriptor:new', 'from_relation : mom']",email,query
4445,olly you need to give me different directions,transport_query,['descriptor:different'],transport,query
4602,will the temperature be in the today,weather_query,"['weather_descriptor : temperature', 'date : today']",weather,query
13543,please tell me how to make a screwdriver,general_quirky,['content:how to make a screwdriver'],qa,quirky
6704,do you think about the day you will expire,general_quirky,['content:do you think about the day you will expire'],qa,quirky
12556,how long to get to work,transport_traffic,['to_place_name:work'],transport,traffic
1494,what song do i listen to the most,music_query,['descriptor:listen to the most'],music,query
11504,play the podcast entitled episode one making a murderer,play_podcasts,['podcast_name : episode one making a murderer'],podcasts,podcasts
214,what day is today,datetime_query,['date : today'],datetime,query
4859,how about the latest news,news_query,[],news,query
11697,when is the yearly cultural event coming up,recommendation_events,['event_name:yearly cultural'],recommendation,events
13461,math courses,general_quirky,['content:math courses'],qa,quirky
12777,show me the current traffic nearby me,transport_traffic,['place_name : nearby me'],transport,traffic
16558,reply to johns email by saying yes i can,email_sendemail,"['person : johns', 'content: yes i can']",email,sendemail
12219,map out a route from here to abita brew pub,transport_query,['to_place_name : abita brew pub'],transport,query
8884,set an alarm for next tuesdays meeting,alarm_set,"['date : next tuesdays', 'event_name : meeting']",alarm,set
9794,play born to run from where i stopped,play_music,"['album_name : born to run', 'player_setting:resume']",music,music
547,please increase the volume of the music hips don't lie,audio_volume_up,[],iot,volume_up
11411,skip forward to the next episode,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
13068,what's the word orange mean,qa_definition,['definition_word : orange'],qa,definition
12151,book me a ticket to paris on eurostar this weekend,transport_ticket,"['to_place_name : paris', 'transport_name : eurostar', 'date : this weekend']",transport,ticket
12989,tell me which politician is being investigated,qa_factoid,['content: which politician is being investigated'],qa,factoid
11083,remove the milk from the shopping list,lists_remove,"['item_name:milk', 'list_name : shopping']",lists,remove
7827,please remind me to call duker at one pm on thursday,calendar_set,"['event_name : call', 'person : duker', 'time : one pm', 'date : thursday']",calendar,set
11564,tell me about things to do in london,recommendation_events,['place_name : london'],recommendation,events
7215,expectations,general_quirky,['content:expectations'],qa,quirky
12031,list upcoming events in new york,recommendation_events,['place_name : new york'],recommendation,events
3514,select rai music file,play_music,['music_genre : rai'],music,music
13653,what is the meaning of a stethoscope,qa_definition,['definition_word : stethoscope'],qa,definition
12300,call me a taxi,transport_taxi,['transport_type : taxi'],transport,taxi
16894,how me my last two emails,email_query,['descriptor:last two'],email,query
6297,i need a nap,general_quirky,['content:i need a nap'],qa,quirky
14477,what is the remainder when five hundred and twenty one is divided by three,qa_maths,['content : the remainder when five hundred and twenty one is divided by three'],qa,maths
1727,please could you tell me if george's geek restaurant can i order takeaway from there,takeaway_query,"[""business_name : george's geek"", 'business_type : restaurant', 'order_type : takeaway']",takeaway,query
8597,please tell me when's my financial meeting,calendar_query,['event_name : financial meeting'],calendar,query
13637,how old is jennifer anniston,qa_factoid,['content : how old is jennifer anniston'],qa,factoid
11269,skip to next,play_podcasts,['player_setting : skip'],podcasts,podcasts
7873,how many corporate meetings do i have this week,calendar_query,"['event_name : corporate meetings', 'date : this week']",calendar,query
3135,order me a bowl from chipotle takeout,takeaway_order,['business_name : chipotle'],takeaway,order
13442,how old are cristiano ronaldo,qa_factoid,['content : how old are cristiano ronaldo'],qa,factoid
10892,create a new list called grocery store please,lists_createoradd,['list_name : grocery store'],lists,createoradd
6832,remind me at six about the meeting at seven,calendar_set,"['time : six', 'event_name : meeting at seven']",calendar,set
4180,what is ten am in eastern time,datetime_query,"['time : ten am', 'time_zone : eastern']",datetime,query
13438,how are my stocks doing today,qa_stock,['date : today'],qa,stock
3482,what is today's weather in springfield,weather_query,"['date : today', 'place_name : springfield']",weather,query
11230,i have report any of the pda's,general_quirky,['content:i have report any of the pda's'],qa,quirky
408,what alarms do i have set,alarm_query,[],alarm,query
3515,go to rap list,play_music,['playlist_name : rap'],music,music
13268,tell about computer definition,qa_definition,['definition_word : computer'],qa,definition
10801,erase previous list,lists_remove,['descriptor:previous'],lists,remove
2492,daily news from source,news_query,['media_type : source'],news,query
14100,is there any problem for having junk food and drinks,general_quirky,['content:is there any problem for having junk food and drinks'],qa,quirky
12147,olly i need to get to bristol friday night can you book me a ticket please,transport_ticket,"['to_place_name : bristol', 'date : friday', 'time : night']",transport,ticket
17047,let me know new emails from john,email_query,"['descriptor:new', 'from_person : john']",email,query
9566,play miley cyrus radio,play_radio,['radio_name : miley cyrus'],radio,radio
2996,what's new with the stock market,news_query,['news_topic : stock market'],news,query
4454,what is the current time in delhi,datetime_query,['place_name : delhi'],datetime,query
11143,please find all name start with alphabetic of g and create a list,lists_createoradd,['content:all name start with alphabetic of g'],lists,createoradd
8760,what about this event,calendar_query,[],calendar,query
13218,what time zone is arizona in,qa_factoid,['content:what time zone is arizona in'],qa,factoid
6529,what is the latest model of bmw car,general_quirky,['content:what is the latest model of bmw car'],qa,quirky
14603,describe about it,general_quirky,['content:describe about it'],qa,quirky
10802,get rid of the last list,lists_remove,['descriptor:last'],lists,remove
10384,list the games you can play with me,play_game,[],game,game
11093,add this one also,lists_createoradd,[],lists,createoradd
9224,i need you to turn on the radio,play_radio,[],radio,radio
4759,is it going to snow tonight,weather_query,"['weather_descriptor : snow', 'timeofday : tonight']",weather,query
13484,why people like earthly enjoyment and forget about the ultimate joy with god,general_quirky,['content:why people like earthly enjoyment and forget about the ultimate joy with god'],qa,quirky
8643,what's the schedule for this date,calendar_query,[],calendar,query
3656,what music do i usually listen to,music_query,['descriptor:usually listen to'],music,query
10705,check the notes app and give me details of all the lists,lists_query,['descriptor:all'],lists,query
2045,light is too much,iot_hue_lightdim,[],iot,hue_lightdim
6278,how many kilometers did i walk today,general_quirky,['content:how many kilometers did i walk today'],qa,quirky
14136,please explain the plot of movie titanic,general_quirky,['content:the plot of movie titanic'],qa,quirky
5859,whats today,datetime_query,['date : today'],datetime,query
8257,remove all upcoming events please,calendar_remove,['descriptor:all upcoming'],calendar,remove
6907,remind me every first of the month,calendar_set,['general_frequency : every first of the month'],calendar,set
12650,can you give me directions from mcdonalds manhattan to my home,transport_query,"['from_place_name : mcdonalds manhattan', 'to_place_name : home']",transport,query
6581,the latest climate and weather news,news_query,['news_topic : climate and weather'],news,query
2754,most current local news,news_query,['place_name:local'],news,query
16486,report what is new in my email inbox please,email_query,"['descriptor:new', 'email_folder : inbox']",email,query
9111,j,general_quirky,['content:j'],qa,quirky
12906,siri please reserve the next taxi a nine am,transport_taxi,"['transport_type : taxi', 'time : nine am']",transport,taxi
8111,add mary's birthday on the twenty second to my calendar please,calendar_set,"['person : mary', 'event_name : birthday', 'date : twenty second']",calendar,set
10270,do you want to play solitaire,play_game,['game_name : solitaire'],game,game
2670,get news from cnn,news_query,['media_type : cnn'],news,query
15451,tweet the following directv has horrible customer service,social_post,"['media_type : tweet','content:directv has horrible customer service']",social,post
16306,please send an email to my family,email_sendemail,['to_relation : family'],email,sendemail
3352,punjabi,general_quirky,['content : punjabi'],qa,quirky
4053,is it sunny outside at this moment,weather_query,['weather_descriptor : sunny'],weather,query
14975,need geographic information about italy,qa_factoid,['content : geographic information about italy'],qa,factoid
10161,what does rice wine go with,cooking_recipe,['food_type : rice wine'],cooking,recipe
6098,hey olly play me a popular hip hop song,play_music,"['descriptor : popular', 'music_genre : hip hop']",music,music
15222,announce a comment in facebook,social_post,"['content:comment', 'media_type : facebook']",social,post
16926,what emails did i get yesterday,email_query,['date : yesterday'],email,query
7409,create an event gym day on monday and set it to repeat,calendar_set,"['event_name : gym', 'date : monday', 'general_frequency : repeat']",calendar,set
13814,what is a hibachi grill,qa_definition,['definition_word : hibachi grill'],qa,definition
13884,can you define a chair,qa_definition,['definition_word : chair'],qa,definition
2779,please find music by afi,play_music,['artist_name : afi'],music,music
7661,what does my schedule look like after three pm today afternoon,calendar_query,"['time : three pm', 'date : today', 'timeofday : afternoon']",calendar,query
16882,send message via email,email_sendemail,[],email,sendemail
10087,how do i cook meatballs,cooking_recipe,['food_type : meatballs'],cooking,recipe
845,what alarms are set right now,alarm_query,['time:right now'],alarm,query
6816,olly help me remember to call janice at four pm,calendar_set,"['event_name : call', 'person : janice', 'time : four pm']",calendar,set
5849,i'd like a cappuccino please,iot_coffee,['coffee_type : cappuccino'],iot,coffee
11642,what is there to do here,recommendation_events,[],recommendation,events
10977,hey can you delete the list of things i needed to get from the store,lists_remove,['list_name : things i needed to get from the store'],lists,remove
11284,next episode,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
5369,what news came out about steve bannon,news_query,['news_topic : steve bannon'],news,query
6360,where should i take my wife for dinner tonight,general_quirky,['content:where should i take my wife for dinner tonight'],qa,quirky
13886,where is the hottest desert located,qa_factoid,['content:where is the hottest desert located'],qa,factoid
600,volume louder please,audio_volume_up,[],iot,volume_up
13413,what is five divided by one,qa_maths,['content:five divided by one'],qa,maths
6280,what was the temperature when i was in the park,weather_query,"['weather_descriptor:temperature', 'time:when i was in the park']",weather,query
1422,please save that song,music_likeness,[],music,likeness
9784,i need a break start it after five minutes,play_audiobook,"['player_setting : start', 'time : after five minutes']",audiobook,audiobook
928,what is the name of this song,music_query,[],music,query
3221,i want to here song one,play_music,['index:1'],music,music
9870,i want to listen to treasure island by robert louis stevenson,play_audiobook,"['audiobook_name : treasure island', 'audiobook_author : robert louis stevenson']",audiobook,audiobook
449,make coffee,iot_coffee,[],iot,coffee
156,turn down the brightness,iot_hue_lightdim,[],iot,hue_lightdim
14003,tvs stock price,qa_stock,['business_name : tvs'],qa,stock
377,can save this music in my playlist,playlists_createoradd,[],music,createoradd
8254,erase my next event,calendar_remove,['descriptor:next'],calendar,remove
